item_id,construction_type_R1,construction_type_R2,mapping_direction_R1,mapping_direction_R2,source_domain_R1,source_domain_R2,target_domain_R1,target_domain_R2,domain_pair_R1,domain_pair_R2,link_type_R1,link_type_R2,inter_construction_links_R1,inter_construction_links_R2,function_in_network_R1,function_in_network_R2,prototype_distance_R1,prototype_distance_R2,cognitive_stage_R1,cognitive_stage_R2,metaphor_type_R1,metaphor_type_R2,semantic_category_R1,semantic_category_R2,copula_type_R1,copula_type_R2,complement_type_R1,complement_type_R2,modality_marker_R1,modality_marker_R2,negation_marker_R1,negation_marker_R2,genre_R1,genre_R2,cognitive_accessibility_R1,cognitive_accessibility_R2,conceptual_complexity_R1,conceptual_complexity_R2,embodied_experience_R1,embodied_experience_R2,cultural_specificity_R1,cultural_specificity_R2,mapping_transparency_R1,mapping_transparency_R2,conventionality_R1,conventionality_R2,productivity_R1,productivity_R2,systematicity_R1,systematicity_R2,entrenchment_R1,entrenchment_R2,reference_point_salience_R1,reference_point_salience_R2,dominion_scope_R1,dominion_scope_R2,mental_contact_R1,mental_contact_R2,target_activation_R1,target_activation_R2,imageability_R1,imageability_R2,emotional_valence_R1,emotional_valence_R2,information_structure_R1,information_structure_R2
52,10,10,抽象-抽象,抽象-抽象,社会,社会,状态,状态,18,18,实例,实例,有,有,桥接,桥接,边缘,边缘,阶段3,阶段3,方位隐喻,方位隐喻,4,3,变成,变成,形容词性,形容词性,有,有,无,无,对话,对话,4.4,4.2,2.4,2.0,3.6,4.5,3.6,3.6,2.5,3.2,3.7,3.7,2.6,2.7,2.3,1.9,2.9,2.5,3.6,3.4,3.5,3.1,3.7,4.4,3.2,3.6,4.5,3.7,4.2,3.9,3.5,3.4
53,8,12,抽象-具体,具体-具体,运动,运动,情感,状态,17,17,实例,实例,有,有,桥接,桥接,边缘,边缘,阶段4,阶段4,本体隐喻,本体隐喻,5,5,算,算,形容词性,形容词性,无,无,有,无,文学,文学,2.8,2.8,2.9,3.1,3.1,2.8,1.7,2.0,4.5,4.2,2.0,1.9,4.1,4.4,2.7,2.6,3.6,4.2,2.3,2.1,2.7,2.4,2.3,1.8,4.7,3.8,2.4,1.5,2.9,3.0,1.4,2.2
54,2,2,抽象-抽象,抽象-抽象,物体,感知,状态,关系,18,18,隐喻扩展,隐喻扩展,有,有,核心,核心,中间,中间,阶段2,阶段2,本体隐喻,本体隐喻,8,8,成为,成为,介词短语,介词短语,有,有,无,无,网络,网络,2.9,2.5,3.5,3.4,4.5,4.3,3.3,3.2,3.5,3.1,3.8,3.2,2.6,2.2,2.2,2.2,2.4,2.5,1.9,2.0,2.2,2.2,4.3,4.9,1.9,1.4,3.9,4.7,3.6,3.3,4.3,3.6
55,3,1,具体-抽象,具体-抽象,物体,物体,抽象概念,关系,6,6,子部分,子部分,无,无,边缘,边缘,核心,核心,阶段4,阶段2,本体隐喻,本体隐喻,5,5,成为,成为,形容词性,形容词性,有,有,有,有,新闻,新闻,2.4,2.3,3.9,4.2,4.2,4.3,3.6,3.7,2.3,2.2,2.2,2.2,2.9,2.6,2.2,1.5,2.9,3.1,2.7,2.6,3.8,3.8,2.4,2.4,3.8,3.9,2.2,2.1,2.4,2.2,4.7,4.6
56,7,7,具体-抽象,具体-抽象,物体,自然,关系,关系,19,19,实例,实例,有,无,边缘,边缘,核心,核心,阶段3,阶段4,本体隐喻,本体隐喻,9,9,像,像,介词短语,介词短语,有,有,有,有,网络,文学,1.7,2.5,2.9,2.8,4.6,3.7,2.0,1.7,1.8,1.9,3.4,4.4,2.2,2.4,4.2,4.1,4.0,3.7,4.2,3.6,2.1,2.5,2.7,2.5,2.8,3.5,3.6,3.8,4.4,4.2,2.7,2.4
57,9,9,抽象-抽象,抽象-抽象,人体,人体,社会角色,社会角色,15,15,子部分,多义,无,无,核心,核心,边缘,边缘,阶段4,阶段4,结构隐喻,结构隐喻,7,7,算,算,动词性,介词短语,无,无,无,无,对话,对话,2.7,2.8,4.3,4.3,1.6,1.6,2.4,2.2,3.1,3.5,2.4,3.1,2.3,2.6,3.8,3.8,2.7,2.8,1.5,2.1,3.4,3.5,3.0,2.7,3.4,3.0,2.7,2.8,1.4,1.8,2.4,2.9
58,9,9,抽象-抽象,抽象-抽象,运动,运动,事件,事件,20,20,多义,多义,有,有,核心,核心,中间,中间,阶段4,阶段4,本体隐喻,本体隐喻,7,7,为,为,形容词性,形容词性,无,无,无,无,学术,学术,2.1,1.9,3.5,3.9,4.1,4.2,4.2,4.4,3.7,3.5,4.5,4.7,3.1,3.3,2.6,2.5,2.7,3.0,1.5,1.0,4.1,4.3,2.0,1.8,3.4,3.5,4.1,4.1,2.4,2.6,1.5,1.8
59,5,5,抽象-具体,抽象-具体,社会,运动,品质,品质,12,12,多义,隐喻扩展,无,有,核心,核心,核心,中间,阶段3,阶段3,本体隐喻,本体隐喻,2,2,为,成为,形容词性,形容词性,无,无,无,有,网络,网络,4.1,4.0,2.2,1.9,2.7,3.0,3.7,3.2,4.0,3.5,2.0,1.7,3.2,3.4,3.3,3.4,3.2,3.1,1.6,2.1,1.6,1.8,2.1,1.5,3.7,4.3,3.4,3.6,3.8,3.7,1.6,1.7
60,9,10,抽象-抽象,抽象-抽象,感知,感知,品质,品质,5,5,实例,实例,有,有,桥接,桥接,边缘,边缘,阶段3,阶段3,结构隐喻,结构隐喻,6,9,像,像,动词性,动词性,有,有,有,有,网络,网络,2.1,2.5,3.9,4.4,4.2,3.8,2.7,2.1,2.2,2.5,3.7,3.9,3.7,3.2,2.2,2.5,3.7,3.5,3.1,3.4,4.1,4.3,2.4,3.1,1.4,1.9,2.7,2.9,1.7,1.5,4.2,4.3
61,4,4,具体-具体,具体-具体,社会,社会,社会角色,社会角色,11,11,实例,实例,有,有,核心,核心,中间,中间,阶段2,阶段2,结构隐喻,结构隐喻,7,7,算,算,介词短语,介词短语,有,有,有,有,对话,对话,2.9,2.8,3.7,3.2,3.5,3.6,3.0,3.8,2.1,1.8,3.5,3.7,3.8,4.4,3.9,4.3,2.8,2.9,4.6,4.3,2.0,2.0,3.7,3.9,2.0,2.0,2.0,1.8,2.0,2.0,1.4,1.5
62,12,12,具体-具体,具体-具体,物体,物体,品质,品质,11,11,子部分,子部分,有,有,边缘,边缘,中间,中间,阶段4,阶段4,方位隐喻,方位隐喻,5,5,变成,变成,介词短语,介词短语,无,无,无,无,网络,网络,3.4,3.1,2.9,2.7,3.9,4.1,3.5,3.0,1.6,1.7,4.0,3.7,4.1,4.1,1.6,2.1,4.3,4.3,4.6,4.6,2.8,3.0,4.1,4.6,4.4,4.1,3.4,3.7,3.7,3.2,2.5,3.0
63,12,12,具体-具体,具体-具体,自然,自然,社会角色,社会角色,14,24,多义,多义,有,无,核心,核心,核心,核心,阶段3,阶段3,方位隐喻,方位隐喻,9,9,变成,变成,动词性,动词性,无,无,无,无,文学,文学,2.6,2.6,3.4,3.1,3.3,3.1,2.8,2.8,3.3,3.6,2.2,2.7,4.2,3.9,1.3,1.4,2.8,2.5,2.8,2.9,2.9,1.7,3.0,3.2,3.7,3.8,3.1,3.2,3.3,3.4,3.9,4.2
64,10,10,具体-抽象,具体-抽象,自然,自然,社会角色,社会角色,6,6,实例,实例,无,无,边缘,边缘,核心,核心,阶段4,阶段4,结构隐喻,结构隐喻,5,5,成为,是,名词性,名词性,有,有,有,有,文学,文学,4.6,4.5,1.7,1.9,3.3,3.1,4.6,4.1,1.5,1.5,2.8,2.7,1.5,1.3,3.2,3.3,2.9,2.7,4.1,4.3,4.2,4.9,1.7,1.8,1.5,1.6,1.3,1.5,3.2,3.5,3.8,3.9
65,5,5,具体-具体,具体-具体,感知,感知,时间,时间,2,2,隐喻扩展,多义,无,无,核心,核心,边缘,边缘,阶段4,阶段3,结构隐喻,结构隐喻,5,5,成为,成为,动词性,动词性,无,无,无,无,学术,学术,3.0,2.9,3.2,3.1,2.2,2.1,3.9,3.8,2.7,2.9,3.6,4.0,3.9,3.3,3.3,3.1,4.1,3.8,3.5,3.7,2.4,2.3,3.4,3.6,3.1,3.1,1.6,1.8,4.1,3.7,3.4,2.8
66,9,9,具体-抽象,具体-抽象,人体,物体,关系,关系,13,13,隐喻扩展,隐喻扩展,无,无,核心,核心,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,1,1,算,算,形容词性,形容词性,无,无,有,有,网络,网络,1.9,2.0,3.2,3.1,3.9,4.0,2.4,2.6,3.3,3.0,2.5,1.6,1.9,2.1,3.0,3.3,3.3,3.4,2.9,3.0,2.5,2.7,3.4,3.4,2.9,3.0,4.3,4.4,2.1,2.0,3.3,3.5
67,5,5,抽象-抽象,抽象-抽象,感知,空间,关系,关系,24,24,隐喻扩展,隐喻扩展,有,有,核心,核心,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,8,8,成为,成为,动词性,动词性,有,有,有,有,文学,文学,3.0,3.4,3.0,2.5,2.5,2.6,3.4,3.6,4.4,4.0,2.6,2.0,2.2,1.8,1.8,1.3,4.2,3.6,3.1,3.1,4.4,4.5,4.6,4.1,2.3,2.7,1.7,2.4,1.9,2.1,3.3,3.5
68,10,10,具体-具体,具体-具体,感知,感知,情感,情感,24,24,实例,子部分,有,有,桥接,桥接,核心,核心,阶段4,阶段4,本体隐喻,本体隐喻,9,9,像,像,形容词性,形容词性,无,有,有,无,网络,网络,1.9,2.0,4.3,4.4,3.5,3.1,4.4,4.4,2.6,2.4,2.7,3.7,3.5,3.4,2.6,2.5,4.3,4.6,1.7,1.6,2.7,3.1,4.0,3.9,2.8,2.7,3.4,3.6,3.3,3.5,4.7,4.2
69,10,10,抽象-具体,具体-具体,自然,自然,事件,事件,16,16,多义,多义,有,有,边缘,核心,中间,中间,阶段3,阶段2,结构隐喻,本体隐喻,3,7,像,像,动词性,动词性,有,有,有,有,学术,学术,1.9,1.8,3.4,3.2,3.8,3.8,1.9,1.7,2.0,2.3,3.0,3.3,2.4,2.5,2.8,2.7,2.6,2.5,4.1,4.1,3.3,2.9,4.1,4.7,3.9,3.2,2.6,2.9,2.5,2.4,3.6,3.4
70,9,9,抽象-抽象,抽象-抽象,运动,运动,时间,时间,15,15,实例,实例,有,有,核心,核心,中间,中间,阶段4,阶段4,本体隐喻,本体隐喻,6,6,为,为,形容词性,形容词性,无,无,有,有,网络,网络,4.7,4.3,1.9,2.8,3.4,2.9,1.7,1.9,3.2,3.4,2.7,2.8,1.7,2.3,2.1,2.4,1.7,1.8,2.4,2.5,2.0,2.0,2.7,2.8,2.2,2.5,4.4,4.1,3.4,3.6,3.3,3.0
71,12,2,具体-抽象,具体-抽象,物体,物体,抽象概念,抽象概念,24,19,子部分,隐喻扩展,有,有,边缘,边缘,核心,核心,阶段4,阶段4,方位隐喻,结构隐喻,9,9,算,像,动词性,形容词性,有,有,无,无,网络,网络,3.9,4.1,2.6,3.1,2.3,2.0,2.8,2.1,3.1,3.5,2.5,2.2,1.6,1.8,4.3,4.3,1.5,1.8,3.0,3.3,3.3,3.1,3.8,2.8,4.0,4.2,4.2,4.4,1.7,2.1,1.5,1.6
72,11,5,具体-具体,具体-具体,社会,社会,事件,事件,18,18,隐喻扩展,隐喻扩展,有,有,核心,核心,边缘,边缘,阶段3,阶段3,本体隐喻,方位隐喻,9,9,算,像,动词性,动词性,有,有,无,无,学术,学术,4.4,4.2,4.7,4.6,3.4,2.9,3.7,4.0,2.9,2.6,2.2,2.4,1.5,1.9,1.5,1.6,3.6,3.3,2.8,3.9,2.2,1.2,2.0,2.3,4.2,3.7,4.5,4.8,3.2,3.0,1.7,1.6
73,8,8,抽象-具体,抽象-具体,空间,物体,关系,关系,2,2,子部分,子部分,有,有,桥接,桥接,核心,核心,阶段4,阶段4,本体隐喻,方位隐喻,8,8,是,是,介词短语,介词短语,无,无,无,无,新闻,新闻,2.5,3.3,2.2,2.5,3.0,3.0,3.5,3.2,4.3,4.7,3.4,4.2,4.2,4.6,3.1,3.5,4.4,4.3,2.4,2.3,1.8,1.4,5.0,4.8,2.8,2.8,2.0,1.7,2.9,3.0,3.1,3.1
74,4,4,抽象-具体,抽象-具体,心理,心理,品质,品质,22,22,多义,多义,有,有,桥接,桥接,边缘,边缘,阶段1,阶段1,结构隐喻,结构隐喻,6,6,变成,变成,介词短语,介词短语,无,有,无,无,网络,网络,2.9,3.0,2.5,2.3,3.2,3.0,3.7,3.5,4.0,4.0,3.8,3.6,1.2,1.8,3.7,3.5,2.2,2.1,2.0,2.3,3.6,3.5,2.0,1.8,2.2,2.6,4.4,3.7,3.6,3.2,4.0,4.6
75,12,12,具体-抽象,抽象-具体,物体,物体,情感,情感,10,10,隐喻扩展,隐喻扩展,有,有,桥接,桥接,核心,核心,阶段1,阶段1,结构隐喻,本体隐喻,9,8,变成,变成,形容词性,形容词性,无,无,有,有,对话,对话,1.9,1.6,1.3,1.6,1.5,1.5,4.2,4.5,2.2,2.5,4.1,4.1,2.0,2.1,2.0,1.9,2.0,1.7,3.1,3.3,2.6,2.7,1.4,1.3,2.4,2.0,2.8,2.2,2.8,2.8,4.5,3.4
76,2,2,抽象-具体,抽象-具体,心理,运动,抽象概念,抽象概念,24,24,实例,实例,有,有,桥接,桥接,中间,中间,阶段2,阶段2,方位隐喻,方位隐喻,2,7,是,是,名词性,形容词性,有,有,无,有,网络,网络,2.1,2.2,1.3,1.3,2.6,2.5,3.9,3.9,2.0,2.5,4.0,4.9,2.7,2.4,3.4,3.2,1.6,2.2,1.4,1.6,4.2,4.1,2.2,1.7,3.3,3.0,3.0,3.3,2.6,3.1,4.3,4.6
77,4,4,具体-抽象,具体-抽象,心理,心理,关系,关系,4,4,多义,多义,有,无,边缘,桥接,边缘,中间,阶段2,阶段2,方位隐喻,本体隐喻,4,4,变成,变成,名词性,动词性,无,无,有,有,文学,文学,4.0,3.9,3.9,4.0,2.3,2.4,1.5,2.2,3.5,3.6,3.2,2.6,2.4,2.7,4.1,3.7,4.2,4.0,3.7,3.7,3.9,3.5,3.6,3.5,3.7,3.6,2.8,3.2,2.4,2.6,3.1,3.3
78,4,4,具体-具体,具体-具体,物体,物体,情感,事件,5,5,隐喻扩展,隐喻扩展,有,有,边缘,边缘,边缘,边缘,阶段1,阶段1,方位隐喻,方位隐喻,6,2,成为,成为,形容词性,形容词性,无,无,有,有,网络,网络,2.5,2.5,3.5,3.5,3.7,3.3,2.4,2.4,3.9,3.8,1.3,1.7,3.6,4.5,1.9,2.2,2.5,2.3,3.0,3.2,3.6,3.6,3.0,2.7,2.4,2.4,1.6,1.3,1.8,1.9,3.6,3.7
79,8,8,具体-具体,具体-具体,自然,心理,品质,品质,15,15,隐喻扩展,隐喻扩展,有,有,核心,核心,核心,核心,阶段4,阶段4,方位隐喻,方位隐喻,4,9,变成,变成,形容词性,名词性,无,无,有,有,对话,新闻,4.0,4.0,2.8,2.5,1.4,1.4,2.9,2.5,1.6,1.5,1.6,1.2,1.9,2.1,4.1,3.9,2.6,2.5,3.0,2.6,3.7,3.8,3.2,3.1,3.4,3.4,4.1,3.6,1.6,1.6,4.0,4.3
80,2,11,抽象-抽象,具体-具体,心理,心理,社会角色,社会角色,14,11,多义,多义,无,无,桥接,桥接,核心,核心,阶段1,阶段1,本体隐喻,本体隐喻,5,1,算,变成,介词短语,介词短语,有,有,有,有,网络,网络,3.9,3.9,3.4,4.1,2.5,3.2,2.2,2.4,3.3,3.9,2.3,2.1,3.0,2.8,2.9,3.0,2.6,3.2,3.6,3.5,3.3,3.4,4.3,4.8,2.8,2.5,2.0,1.6,2.0,3.0,4.2,3.2
81,7,7,具体-具体,具体-具体,空间,空间,抽象概念,抽象概念,4,4,多义,多义,有,有,边缘,边缘,核心,核心,阶段1,阶段1,本体隐喻,方位隐喻,8,8,算,是,名词性,名词性,有,有,有,有,文学,学术,1.9,2.0,2.4,2.7,4.5,4.1,3.3,3.5,3.1,3.5,4.7,4.6,2.9,3.5,2.3,2.5,4.1,3.9,2.8,3.0,1.5,2.1,4.8,3.6,2.6,2.8,3.9,3.5,2.7,2.9,2.3,2.3
82,1,1,具体-抽象,抽象-具体,空间,空间,品质,社会角色,16,16,隐喻扩展,隐喻扩展,有,有,边缘,边缘,中间,中间,阶段1,阶段1,方位隐喻,方位隐喻,7,7,是,是,形容词性,形容词性,有,有,有,有,新闻,文学,2.7,2.8,4.4,4.1,2.7,1.9,3.9,3.9,2.1,2.5,3.0,2.8,4.9,4.0,2.8,2.8,3.6,3.7,3.1,3.1,3.8,3.8,2.6,2.3,1.7,1.4,3.7,3.5,3.1,2.7,3.3,2.7
83,4,4,抽象-抽象,抽象-抽象,物体,社会,时间,时间,8,8,子部分,子部分,无,无,边缘,边缘,边缘,核心,阶段4,阶段4,本体隐喻,方位隐喻,1,1,是,是,动词性,动词性,有,无,有,有,网络,网络,3.3,3.2,4.1,4.8,3.0,3.2,2.5,2.5,3.4,3.7,2.2,2.5,3.7,3.2,2.3,2.4,3.1,3.3,3.6,3.8,2.5,1.9,2.3,2.2,1.3,1.7,3.7,3.7,2.6,2.3,4.1,4.3
84,5,5,具体-抽象,抽象-具体,心理,心理,时间,时间,16,18,实例,实例,有,有,边缘,边缘,边缘,中间,阶段2,阶段3,本体隐喻,本体隐喻,7,4,为,算,形容词性,形容词性,无,无,无,无,学术,对话,2.4,2.1,2.2,2.9,4.2,4.0,3.3,3.2,4.0,3.8,2.3,3.1,3.8,4.1,3.3,3.7,1.9,2.3,3.8,4.1,2.6,2.2,4.4,4.1,2.4,1.7,1.8,2.1,3.5,3.9,2.6,1.9
85,7,7,具体-具体,具体-具体,心理,心理,关系,关系,14,13,实例,隐喻扩展,有,有,边缘,边缘,中间,中间,阶段2,阶段2,本体隐喻,本体隐喻,1,4,成为,成为,动词性,动词性,无,无,无,无,文学,文学,4.2,3.5,4.1,4.3,4.2,5.0,4.1,4.1,1.5,1.7,3.1,3.2,1.5,1.6,3.7,3.8,3.2,2.8,3.5,3.9,3.9,3.9,4.6,4.7,2.7,2.7,2.9,2.9,4.0,3.9,4.6,4.7
86,11,11,抽象-具体,抽象-具体,自然,自然,时间,时间,15,15,子部分,多义,无,无,边缘,边缘,核心,核心,阶段1,阶段1,结构隐喻,结构隐喻,3,3,变成,变成,形容词性,形容词性,无,无,无,无,对话,对话,3.2,2.9,3.4,3.3,3.7,3.4,3.0,2.8,2.4,2.5,3.2,3.6,2.8,2.4,3.9,3.6,3.2,3.4,3.3,4.0,3.1,2.9,3.2,2.6,3.9,4.1,4.1,4.1,2.8,2.5,2.3,2.1
87,6,6,抽象-具体,抽象-具体,物体,物体,品质,品质,3,21,多义,子部分,有,有,核心,核心,核心,核心,阶段4,阶段2,本体隐喻,本体隐喻,6,2,像,像,介词短语,介词短语,有,无,无,无,文学,文学,2.3,2.3,2.6,2.9,4.1,3.4,2.4,1.9,2.9,2.8,1.8,2.2,2.7,2.8,4.7,4.4,4.2,4.3,1.8,1.8,3.3,4.1,3.6,2.7,4.1,3.8,1.8,2.3,1.7,2.1,3.7,3.9
88,7,7,抽象-抽象,抽象-抽象,社会,感知,状态,状态,2,2,子部分,子部分,有,有,桥接,边缘,中间,核心,阶段4,阶段4,方位隐喻,方位隐喻,2,2,像,像,动词性,动词性,无,无,有,有,文学,文学,3.2,3.0,1.8,2.0,3.7,3.7,3.1,3.0,4.1,4.2,4.4,4.1,4.3,4.3,4.0,4.0,2.2,2.1,2.7,1.9,2.0,2.4,2.6,2.8,2.2,2.2,2.6,2.7,1.8,1.9,3.3,3.5
89,12,12,具体-具体,具体-具体,自然,社会,品质,抽象概念,10,10,实例,实例,无,无,桥接,桥接,核心,核心,阶段2,阶段2,方位隐喻,方位隐喻,3,3,是,是,名词性,名词性,有,有,有,有,新闻,新闻,5.0,4.7,2.3,3.1,2.5,2.8,2.2,1.4,4.1,4.0,2.5,3.0,1.7,2.0,3.5,3.3,1.8,1.4,4.5,4.4,2.9,3.0,3.6,4.1,1.8,2.1,2.2,2.2,3.4,3.4,3.7,3.8
90,11,11,抽象-抽象,抽象-具体,社会,社会,关系,关系,22,15,实例,实例,有,有,核心,边缘,核心,核心,阶段3,阶段3,本体隐喻,方位隐喻,9,9,像,像,名词性,名词性,无,无,无,无,文学,学术,2.2,1.6,3.8,4.5,3.9,4.2,4.4,4.3,2.6,3.1,1.5,1.6,2.2,1.8,2.3,2.6,2.3,2.4,2.7,2.8,1.8,1.8,2.9,3.2,1.9,2.4,2.7,3.0,3.0,3.0,3.3,2.7
91,8,11,具体-具体,具体-具体,自然,自然,社会角色,社会角色,2,2,多义,多义,无,无,核心,核心,中间,中间,阶段3,阶段3,结构隐喻,结构隐喻,7,7,是,是,动词性,动词性,无,无,有,有,文学,文学,3.3,4.4,4.4,4.9,1.7,1.3,1.7,1.8,4.1,3.8,4.2,4.0,2.4,2.8,3.2,3.0,3.1,3.2,1.7,1.8,3.4,3.7,3.0,3.1,2.5,2.8,3.4,3.8,2.1,1.8,3.9,4.6
92,3,3,抽象-具体,抽象-具体,物体,自然,时间,时间,11,11,隐喻扩展,隐喻扩展,无,无,核心,核心,核心,核心,阶段2,阶段2,结构隐喻,结构隐喻,7,7,变成,变成,介词短语,介词短语,无,无,有,有,学术,对话,2.6,2.6,3.9,3.5,4.4,4.6,3.0,2.8,2.8,3.4,1.8,1.9,1.8,1.7,1.0,1.9,4.0,4.0,3.7,3.3,3.6,3.8,1.2,1.7,3.1,3.0,2.4,3.3,3.2,3.2,2.9,3.3
93,12,12,抽象-具体,具体-抽象,感知,感知,品质,品质,5,5,子部分,实例,无,无,桥接,桥接,边缘,边缘,阶段2,阶段2,结构隐喻,结构隐喻,8,8,为,为,名词性,形容词性,无,无,有,有,网络,网络,3.6,4.0,4.1,3.7,2.9,2.8,3.0,3.2,3.2,2.7,4.2,4.1,1.8,2.7,3.8,3.1,1.4,1.6,1.7,1.5,3.3,3.4,4.2,4.1,2.6,2.5,2.8,3.3,2.3,2.3,1.9,2.2
94,1,10,抽象-抽象,抽象-抽象,人体,人体,情感,时间,19,19,多义,多义,有,有,核心,核心,边缘,边缘,阶段4,阶段4,方位隐喻,方位隐喻,5,5,算,为,动词性,形容词性,无,无,有,有,文学,文学,3.4,4.2,3.0,3.7,3.2,2.9,4.9,4.3,2.5,2.5,4.5,4.5,5.0,4.4,3.0,2.9,3.1,2.8,2.3,2.1,2.3,2.2,3.4,3.4,2.1,2.6,2.7,2.6,3.2,3.7,3.2,3.6
95,12,12,抽象-抽象,抽象-抽象,空间,空间,社会角色,社会角色,19,19,隐喻扩展,隐喻扩展,无,无,边缘,边缘,边缘,边缘,阶段3,阶段3,结构隐喻,结构隐喻,7,7,变成,变成,形容词性,形容词性,无,无,无,无,网络,网络,2.5,2.5,4.2,4.0,2.5,1.8,2.3,2.3,2.1,2.1,3.5,3.3,3.0,2.2,1.5,1.9,2.3,2.2,4.1,4.4,2.0,1.6,2.0,2.2,1.6,1.7,2.8,3.1,2.6,3.1,2.5,2.4
96,6,6,抽象-具体,抽象-具体,人体,人体,事件,事件,4,1,子部分,子部分,有,有,边缘,边缘,核心,核心,阶段4,阶段4,结构隐喻,结构隐喻,7,7,为,为,介词短语,介词短语,无,无,有,有,学术,学术,2.0,2.7,4.1,3.7,3.0,3.3,2.0,2.3,2.8,2.4,3.8,4.1,4.2,2.8,1.8,2.1,1.5,1.6,2.8,3.1,2.0,2.0,3.3,3.9,1.8,1.2,1.4,1.9,3.8,4.2,2.6,2.7
97,5,5,抽象-抽象,抽象-抽象,物体,物体,情感,情感,22,22,实例,实例,有,无,桥接,桥接,边缘,核心,阶段2,阶段2,方位隐喻,方位隐喻,2,2,成为,成为,名词性,名词性,有,有,有,有,文学,文学,3.7,4.2,2.3,2.8,1.5,1.6,1.6,1.1,3.3,3.1,2.6,2.4,3.9,3.8,2.3,2.6,2.8,3.1,2.5,2.7,3.4,3.2,3.3,3.8,2.4,1.4,2.6,2.3,1.8,1.5,2.5,2.7
98,1,1,具体-具体,具体-具体,社会,空间,关系,关系,21,21,隐喻扩展,实例,无,无,边缘,边缘,核心,核心,阶段2,阶段4,方位隐喻,方位隐喻,6,6,像,像,名词性,名词性,有,有,有,有,文学,新闻,3.3,2.9,3.1,3.1,4.1,4.1,1.9,1.6,2.1,1.7,4.4,4.7,2.5,2.9,3.0,2.9,2.2,2.6,4.8,4.5,4.1,4.8,3.3,3.5,4.0,3.6,3.0,2.8,4.7,4.0,4.0,3.9
99,11,11,抽象-具体,抽象-具体,自然,自然,抽象概念,抽象概念,17,17,隐喻扩展,隐喻扩展,无,无,边缘,边缘,核心,核心,阶段2,阶段2,结构隐喻,结构隐喻,6,1,是,是,名词性,名词性,有,有,无,无,学术,学术,3.8,3.3,3.8,4.1,4.2,4.3,2.3,2.1,4.0,4.2,2.9,3.1,2.2,1.7,3.1,3.3,2.7,2.8,4.3,4.3,1.8,2.3,3.4,3.3,2.5,2.2,3.4,3.8,3.7,4.0,2.7,3.1
100,8,8,抽象-抽象,抽象-抽象,感知,感知,状态,状态,11,11,多义,多义,有,有,桥接,桥接,核心,核心,阶段1,阶段1,方位隐喻,方位隐喻,7,4,成为,是,介词短语,介词短语,有,有,无,无,文学,新闻,2.2,2.2,1.7,1.7,2.5,2.4,3.1,3.3,1.8,1.7,3.9,3.3,2.4,2.7,3.5,3.3,3.5,3.2,2.3,2.6,3.9,4.0,2.7,3.2,3.1,3.2,2.9,3.4,1.8,2.4,3.3,3.4
